weights,w_r100s123_conservative,w_r80s123_balanced,w_r100s777_conservative,w_r100s123_val086,official_R@1,official_R@3,official_R@5,official_Score,official_top1_unique,official_top1_max_fraction,robust_mean_score,robust_min_score,robust_std_score,robust_mean_top1_max_fraction,balanced_score,conservative_score
"(0.3, 0.25, 0.05, 0.4)",0.3,0.25,0.05,0.4,0.04085733422638982,0.10314802411252512,0.144675150703282,0.08030810448760885,33,0.6148693904889484,0.11980532789125169,0.09366494603472547,0.02149112328346156,0.49606004440139595,0.154715496822881,0.1271405775049716
"(0.2, 0.25, 0.5, 0.05)",0.2,0.25,0.5,0.05,0.047555257870060284,0.0971198928332217,0.1480241125251172,0.0825184192900201,29,0.6108506363027462,0.11877376397625002,0.09009854528390426,0.022333535071512624,0.5127025083443603,0.15471386046281033,0.12756769193197223
"(0.4, 0.1, 0.1, 0.4)",0.4,0.1,0.1,0.4,0.03951774949765573,0.10180843938379103,0.14534494306764903,0.07937039517749497,32,0.6101808439383791,0.11990234594727567,0.09393511988716502,0.021840598835381093,0.5020874513697999,0.1547131744775963,0.12633795512107748
"(0.15, 0.25, 0.5, 0.1)",0.15,0.25,0.5,0.1,0.04688546550569324,0.09845947756195579,0.14534494306764903,0.08204956463496316,29,0.6128600133958473,0.11911603608979045,0.09094321914594086,0.02226964338930469,0.5111139134833539,0.15470820828834692,0.12752117420793357
"(0.25, 0.25, 0.0, 0.5)",0.25,0.25,0.0,0.5,0.04085733422638982,0.10180843938379103,0.14668452779638314,0.08030810448760883,32,0.607501674480911,0.11952885055238749,0.09197559831065227,0.022255463032380317,0.49012527140191375,0.1546995030231858,0.12629590364293497
"(0.35, 0.4, 0.2, 0.05)",0.35,0.4,0.2,0.05,0.04554588077695914,0.09377093101138648,0.14534494306764903,0.07997320830542531,28,0.6054922973878097,0.1195845780206363,0.09192867198498358,0.022284022027888168,0.5100189259685817,0.15469827771038197,0.1259375442979171
"(0.2, 0.2, 0.05, 0.55)",0.2,0.2,0.05,0.55,0.041527126590756865,0.10113864701942397,0.14735432016075017,0.08057602143335565,30,0.608841259209645,0.11959584887171086,0.09169404035664008,0.022685737130364175,0.4885092122429732,0.1546927016019398,0.1264230416116757
"(0.2, 0.4, 0.3, 0.1)",0.2,0.4,0.3,0.1,0.044876088412592094,0.09310113864701942,0.14400535833891492,0.07916945746818485,28,0.6034829202947086,0.1195625321921914,0.09296105114969498,0.02146331143727356,0.5101413187055223,0.15469007719101746,0.12564998304303235
"(0.55, 0.0, 0.45, 0.0)",0.55,0.0,0.45,0.0,0.04420629604822505,0.10180843938379103,0.144675150703282,0.08158070997990623,29,0.6041527126590757,0.11870335085060171,0.09005161895823557,0.02330669602364168,0.5188667746138824,0.15468696341076435,0.12660651945902401
"(0.25, 0.4, 0.05, 0.3)",0.25,0.4,0.05,0.3,0.04219691895512391,0.09845947756195579,0.144675150703282,0.0795713328868051,31,0.6108506363027462,0.11978625163987708,0.09389957766306897,0.02107571135604381,0.49502496102101096,0.15467977791280474,0.12652112171833957
"(0.15, 0.2, 0.6, 0.05)",0.15,0.2,0.6,0.05,0.04688546550569324,0.09912926992632284,0.1480241125251172,0.08278633623576692,27,0.608841259209645,0.11863485293541484,0.08916001877053026,0.02290207973904873,0.5132047808793121,0.15467500967500014,0.12736634562103205
"(0.15, 0.2, 0.2, 0.45)",0.15,0.2,0.2,0.45,0.04219691895512391,0.10448760884125921,0.14601473543201607,0.08164768921634293,32,0.6128600133958473,0.11922637173561879,0.09145940872829658,0.0223387775263713,0.4961311981926667,0.1546747633067329,0.12737739358049122
"(0.2, 0.35, 0.0, 0.45)",0.2,0.35,0.0,0.45,0.04018754186202277,0.10314802411252512,0.14735432016075017,0.08050904219691896,33,0.608841259209645,0.11930817526585931,0.09235100891600187,0.021879670742245137,0.48907048962234184,0.15466653303933245,0.1266845466549199
"(0.35, 0.15, 0.5, 0.0)",0.35,0.15,0.5,0.0,0.04554588077695914,0.09979906229068988,0.14936369725385132,0.0825853985264568,29,0.608171466845278,0.11846433430330228,0.08967620835288598,0.02266571769985971,0.516727059342607,0.15466211697941035,0.1274235027028998
"(0.25, 0.2, 0.15, 0.4)",0.25,0.2,0.15,0.4,0.04085733422638982,0.10247823174815807,0.14400535833891492,0.07997320830542531,33,0.6141995981245814,0.1201963453121937,0.09324260910370719,0.022249556327622398,0.4987502139422215,0.1546609184507854,0.1265945128572789
"(0.55, 0.1, 0.05, 0.3)",0.55,0.1,0.05,0.3,0.041527126590756865,0.09979906229068988,0.1419959812458138,0.07910247823174815,33,0.6115204286671132,0.11995700139914571,0.0946503988737682,0.021332546968839065,0.5028056562463474,0.15465661476771098,0.12642767766863225
"(0.65, 0.0, 0.2, 0.15)",0.65,0.0,0.2,0.15,0.04219691895512391,0.09845947756195579,0.14333556597454788,0.07930341594105828,29,0.607501674480911,0.11948450949385939,0.09398213446168313,0.022089521279569015,0.510669483959234,0.1546537414936226,0.12629448317189984
"(0.45, 0.1, 0.45, 0.0)",0.45,0.1,0.45,0.0,0.044876088412592094,0.10180843938379103,0.15003348961821836,0.08298727394507703,30,0.6101808439383791,0.11837404333146802,0.08962928202721726,0.022677096087553923,0.5198505223496908,0.1546488316993968,0.12780191495868565
"(0.6, 0.0, 0.0, 0.4)",0.6,0.0,0.0,0.4,0.04018754186202277,0.09645010046885466,0.14333556597454788,0.07769591426657736,29,0.5967849966510381,0.11980717985780039,0.0933239304184297,0.02184688476823981,0.49623986405781617,0.15464730983593689,0.12435787947579222
"(0.1, 0.45, 0.1, 0.35)",0.1,0.45,0.1,0.35,0.042866711319490956,0.09778968519758875,0.144675150703282,0.0797052913596785,29,0.608841259209645,0.11973583423378478,0.09305490380103239,0.021457815333081883,0.494152413115451,0.1546423886125327,0.1262327432601947
"(0.45, 0.2, 0.35, 0.0)",0.45,0.2,0.35,0.0,0.046215673141326186,0.09845947756195579,0.1480241125251172,0.08225050234427328,29,0.6095110515740121,0.11892841903596504,0.08977006100422336,0.022540824231630955,0.5170746358531486,0.1546372941462482,0.12713553284638496
"(0.2, 0.25, 0.35, 0.2)",0.2,0.25,0.35,0.2,0.044876088412592094,0.09912926992632284,0.14534494306764903,0.08124581379772271,30,0.6168787675820495,0.1198790282898281,0.09206945096198968,0.021776301214436616,0.510112465573237,0.15462775243123827,0.12728053927871755
"(0.05, 0.2, 0.55, 0.2)",0.05,0.2,0.55,0.2,0.043536503683858,0.10046885465505694,0.14333556597454788,0.08057602143335565,27,0.6135298057602143,0.11980753117305035,0.09253871421867667,0.02179913192027002,0.5096770541345933,0.1546234388517122,0.12684537854269398
"(0.15, 0.2, 0.15, 0.5)",0.15,0.2,0.15,0.5,0.041527126590756865,0.10314802411252512,0.14735432016075017,0.081178834561286,33,0.6115204286671132,0.11969814799008312,0.09094321914594088,0.022914293675937603,0.49374404998202814,0.15462052782427255,0.12665044413425644
"(0.45, 0.0, 0.3, 0.25)",0.45,0.0,0.3,0.25,0.04018754186202277,0.09912926992632284,0.14333556597454788,0.07849966510381783,32,0.6048225050234427,0.11972669774557698,0.09422806194274988,0.02184594651345873,0.5081794481116668,0.15461701806725336,0.12561369607519277
"(0.2, 0.2, 0.4, 0.2)",0.2,0.2,0.4,0.2,0.04420629604822505,0.09979906229068988,0.14266577361018085,0.08057602143335565,30,0.6175485599464167,0.12035482679796006,0.09263256687001409,0.021974458373717976,0.5105597359606525,0.15461484767436026,0.1268923048683627
"(0.7, 0.15, 0.15, 0.0)",0.7,0.15,0.15,0.0,0.04554588077695914,0.09912926992632284,0.14668452779638314,0.08184862692565306,30,0.6128600133958473,0.11948063873295389,0.09042702956358517,0.022035833542615103,0.513866082082352,0.15461377843102245,0.12706214170744565
"(0.1, 0.2, 0.6, 0.1)",0.1,0.2,0.6,0.1,0.044876088412592094,0.10314802411252512,0.14534494306764903,0.08245144005358339,30,0.6101808439383791,0.11896314138747946,0.08944157672454246,0.022712365663707962,0.5113170644389682,0.1546082432125772,0.12717222841585463
"(0.45, 0.0, 0.25, 0.3)",0.45,0.0,0.25,0.3,0.04018754186202277,0.09979906229068988,0.13998660415271266,0.07803081044876088,32,0.6068318821165438,0.12022914278335595,0.09469732519943688,0.02186474908181838,0.5071566334256431,0.15458383351435367,0.12537947304847932
"(0.15, 0.35, 0.15, 0.35)",0.15,0.35,0.15,0.35,0.042866711319490956,0.09912926992632284,0.14534494306764903,0.08024112525117214,31,0.6148693904889484,0.12018444936400655,0.09277334584702017,0.02143983200710321,0.49643469226575876,0.1545818389653465,0.12662779817468223
"(0.25, 0.25, 0.5, 0.0)",0.25,0.25,0.5,0.0,0.047555257870060284,0.09578030810448761,0.14869390488948425,0.08225050234427328,28,0.6095110515740121,0.1187432853455325,0.09000469263256686,0.022504251318070788,0.5131708891125533,0.1545694762699874,0.1272528486605567
"(0.35, 0.2, 0.35, 0.1)",0.35,0.2,0.35,0.1,0.044876088412592094,0.09979906229068988,0.14534494306764903,0.08144675150703282,30,0.6162089752176825,0.1193079401438317,0.09249178789300798,0.021475301899808882,0.5139503303062863,0.15456923931471614,0.1276926454535368
"(0.55, 0.05, 0.25, 0.15)",0.55,0.05,0.25,0.15,0.04219691895512391,0.09979906229068988,0.14333556597454788,0.07970529135967849,29,0.6121902210314802,0.12018666630070356,0.09300797747536368,0.021983123922656278,0.5127203851150064,0.15456741324334186,0.12620928009736032
"(0.4, 0.15, 0.35, 0.1)",0.4,0.15,0.35,0.1,0.04554588077695914,0.10247823174815807,0.14534494306764903,0.0825853985264568,30,0.6182183523107837,0.11899946523860509,0.09141248240262786,0.021633155636866287,0.5140936968750208,0.1545583521197583,0.12829163972777075
"(0.15, 0.2, 0.4, 0.25)",0.15,0.2,0.4,0.25,0.043536503683858,0.10113864701942397,0.14400535833891492,0.08091091761553917,32,0.6182183523107837,0.12010611926441979,0.09253871421867668,0.021685200966377403,0.5091019027800981,0.15455364114267975,0.12718027472487753
"(0.6, 0.05, 0.25, 0.1)",0.6,0.05,0.25,0.1,0.043536503683858,0.09979906229068988,0.14333556597454788,0.08037508372404555,30,0.6121902210314802,0.11978006539882209,0.09244486156733928,0.022030859174216898,0.5142559193031635,0.15454904675181524,0.12659751450771517
"(0.35, 0.25, 0.4, 0.0)",0.35,0.25,0.4,0.0,0.047555257870060284,0.09377093101138648,0.15137307434695244,0.08218352310783658,29,0.6068318821165438,0.11873982956464864,0.08930079774753635,0.022958048019556948,0.5148606297807394,0.15454896922877184,0.12683392198160476
"(0.2, 0.15, 0.25, 0.4)",0.2,0.15,0.25,0.4,0.04219691895512391,0.10381781647689216,0.144675150703282,0.08117883456128601,33,0.6155391828533154,0.11942874504592323,0.09253871421867668,0.021851926377236264,0.5003906171907093,0.15454605928855028,0.12744819167062435
"(0.4, 0.4, 0.15, 0.05)",0.4,0.4,0.15,0.05,0.04554588077695914,0.09444072337575352,0.144675150703282,0.08004018754186203,28,0.6048225050234427,0.11933216760943384,0.09178789300797748,0.022228092628743274,0.5081682950550512,0.1545429259017682,0.12593413404585077
"(0.25, 0.2, 0.2, 0.35)",0.25,0.2,0.2,0.35,0.041527126590756865,0.10247823174815807,0.14400535833891492,0.08030810448760883,33,0.6155391828533154,0.1200095731325986,0.09310183012670109,0.021897119962070544,0.5003753480354687,0.15453771525556065,0.12685901955095938
"(0.0, 0.25, 0.6, 0.15)",0.0,0.25,0.6,0.15,0.046215673141326186,0.0971198928332217,0.14400535833891492,0.0810448760884126,29,0.6068318821165438,0.11906833149409941,0.09089629282027217,0.02246836046640232,0.5085348072237932,0.15453657167516652,0.12649302249854869
"(0.25, 0.15, 0.2, 0.4)",0.25,0.15,0.2,0.4,0.04018754186202277,0.10314802411252512,0.14534494306764903,0.08010716677829874,33,0.6115204286671132,0.11960187058981779,0.09310183012670106,0.021745904219655263,0.5005391189941852,0.15453188813140006,0.12665808184164928
"(0.05, 0.2, 0.5, 0.25)",0.05,0.2,0.5,0.25,0.04219691895512391,0.10247823174815807,0.14601473543201607,0.08104487608841258,31,0.6155391828533154,0.11977860908237752,0.09206945096198968,0.02176298270308584,0.5088650365554238,0.15452733322378762,0.12707960156940742
"(0.45, 0.1, 0.1, 0.35)",0.45,0.1,0.1,0.35,0.04085733422638982,0.10314802411252512,0.1419959812458138,0.0797722705961152,32,0.6141995981245814,0.1200341689286443,0.09370004701457452,0.021981518679201145,0.5035241741695771,0.1545265233133596,0.12662229410340248
"(0.0, 0.55, 0.0, 0.45)",0.0,0.55,0.0,0.45,0.03951774949765573,0.10046885465505694,0.14735432016075017,0.07937039517749497,32,0.6048225050234427,0.11934942487907559,0.09305490380103237,0.021663764048176406,0.4791903585112367,0.15452389620357038,0.12589784707801116
"(0.25, 0.2, 0.1, 0.45)",0.25,0.2,0.1,0.45,0.041527126590756865,0.10180843938379103,0.14534494306764903,0.08037508372404555,33,0.6141995981245814,0.11960817239938278,0.09333646175504456,0.02200786760252935,0.49550118123961884,0.15452154728226342,0.1270433146015678
"(0.05, 0.35, 0.3, 0.3)",0.05,0.35,0.3,0.3,0.042866711319490956,0.09912926992632284,0.14534494306764903,0.08024112525117214,32,0.6101808439383791,0.11960053782176241,0.09239793524167059,0.02153216831587146,0.5024922277990551,0.154513504103013,0.12644009287200741
"(0.7, 0.05, 0.25, 0.0)",0.7,0.05,0.25,0.0,0.04420629604822505,0.09845947756195579,0.14668452779638314,0.0809778968519759,30,0.6061620897521768,0.11913106276783685,0.09061473486625998,0.022770228193169068,0.5172215891260507,0.15449201359011622,0.1262852642851059
"(0.75, 0.05, 0.2, 0.0)",0.75,0.05,0.2,0.0,0.04420629604822505,0.09778968519758875,0.14400535833891492,0.08024112525117214,31,0.6048225050234427,0.11957009848545619,0.09080244016893477,0.023075687869893356,0.5149181995949655,0.15448906806757928,0.1256423453356395
"(0.3, 0.2, 0.4, 0.1)",0.3,0.2,0.4,0.1,0.044876088412592094,0.09979906229068988,0.14534494306764903,0.08144675150703282,29,0.6148693904889484,0.11927851020470388,0.09197559831065227,0.021769805038226904,0.514270562266401,0.1544826522937206,0.12743455066235895
"(0.55, 0.0, 0.35, 0.1)",0.55,0.0,0.35,0.1,0.042866711319490956,0.09778968519758875,0.14266577361018085,0.07930341594105828,30,0.608171466845278,0.11949301689008307,0.09380572501173158,0.021487349339569296,0.514835892845718,0.15447357531021544,0.12620627844692406
"(0.45, 0.45, 0.05, 0.05)",0.45,0.45,0.05,0.05,0.044876088412592094,0.09310113864701942,0.14266577361018085,0.07890154052243804,31,0.6041527126590757,0.11971174566148166,0.09296105114969498,0.02182504992888362,0.5042252082662735,0.15447090485990586,0.12538206609728553
"(0.25, 0.2, 0.05, 0.5)",0.25,0.2,0.05,0.5,0.041527126590756865,0.10180843938379103,0.14601473543201607,0.08050904219691896,32,0.6095110515740121,0.11916549872816165,0.09244486156733928,0.022003039318163012,0.49192090016790824,0.15447031397264843,0.1267314729805886
"(0.35, 0.1, 0.55, 0.0)",0.35,0.1,0.55,0.0,0.04554588077695914,0.09979906229068988,0.14936369725385132,0.0825853985264568,31,0.6054922973878097,0.11807949913840765,0.08925387142186766,0.022781709935088053,0.519707332278655,0.15446798876762685,0.12721233423739065
"(0.2, 0.3, 0.05, 0.45)",0.2,0.3,0.05,0.45,0.041527126590756865,0.10247823174815807,0.14534494306764903,0.08057602143335565,34,0.6121902210314802,0.11962582195883342,0.09216330361332709,0.021912208510598927,0.49177557532301075,0.1544549620441306,0.1266576732400192
"(0.2, 0.4, 0.0, 0.4)",0.2,0.4,0.0,0.4,0.041527126590756865,0.09912926992632284,0.14668452779638314,0.07983924983255192,33,0.607501674480911,0.1194356429527926,0.09258564054434537,0.021387130656479285,0.4896006362008169,0.15444246188538058,0.1261320701047246
"(0.55, 0.05, 0.05, 0.35)",0.55,0.05,0.05,0.35,0.04018754186202277,0.09979906229068988,0.14266577361018085,0.07856664434025452,31,0.6068318821165438,0.11995642295161121,0.09388810531264692,0.021979160572144035,0.5036633047935404,0.15444233763070764,0.125510696996578
"(0.55, 0.15, 0.25, 0.05)",0.55,0.15,0.25,0.05,0.044876088412592094,0.10247823174815807,0.14668452779638314,0.0825184192900201,30,0.6162089752176825,0.11892746657310396,0.09084936649460346,0.021589873153902615,0.5165001904894486,0.15443922282777342,0.12794310253732183
"(0.45, 0.0, 0.2, 0.35)",0.45,0.0,0.2,0.35,0.04018754186202277,0.10046885465505694,0.13998660415271266,0.07823174815807099,30,0.608171466845278,0.12029459653738532,0.09427498826841857,0.02235468096007468,0.5056540685670352,0.1544381188028739,0.12536924229228028
"(0.1, 0.3, 0.2, 0.4)",0.1,0.3,0.2,0.4,0.041527126590756865,0.10247823174815807,0.14668452779638314,0.08084393837910248,32,0.6121902210314802,0.1197627551798707,0.09131862975129047,0.022223049570928386,0.4948475661365343,0.15443747527989637,0.1265032532547477
"(0.3, 0.15, 0.5, 0.05)",0.3,0.15,0.5,0.05,0.04554588077695914,0.10113864701942397,0.14936369725385132,0.08298727394507702,28,0.608171466845278,0.11821304318276901,0.08892538714218676,0.02294963655583792,0.5144087536516788,0.15443729067214773,0.12744996751617038
"(0.55, 0.05, 0.1, 0.3)",0.55,0.05,0.1,0.3,0.041527126590756865,0.10046885465505694,0.1419959812458138,0.07930341594105828,32,0.6121902210314802,0.12011038399528177,0.09370004701457452,0.021708483033260614,0.5054722444386124,0.1544352902889053,0.12615343944834553
"(0.0, 0.25, 0.5, 0.25)",0.0,0.25,0.5,0.25,0.04420629604822505,0.10046885465505694,0.144675150703282,0.08117883456128601,31,0.6162089752176825,0.11960115156883666,0.09216330361332709,0.021287458742621435,0.5064860240404063,0.15443029165413383,0.12726048636794957
"(0.5, 0.4, 0.05, 0.05)",0.5,0.4,0.05,0.05,0.04554588077695914,0.09444072337575352,0.14266577361018085,0.0796383121232418,30,0.608171466845278,0.11941909503424128,0.09319568277803847,0.021567868183707914,0.5059199076715023,0.1544295285197106,0.12623615351226103
"(0.15, 0.2, 0.45, 0.2)",0.15,0.2,0.45,0.2,0.043536503683858,0.10046885465505694,0.14400535833891492,0.08070997990622907,31,0.6148693904889484,0.11993653544539844,0.09202252463632099,0.022287539667976516,0.5098924569830926,0.15442736909644572,0.12672124222438957
"(0.15, 0.4, 0.15, 0.3)",0.15,0.4,0.15,0.3,0.043536503683858,0.09645010046885466,0.14534494306764903,0.0797722705961152,30,0.6115204286671132,0.11975847216466251,0.09324260910370717,0.021357975579330026,0.49974103838745804,0.15442398301256433,0.12639357514796878
"(0.2, 0.2, 0.45, 0.15)",0.2,0.2,0.45,0.15,0.04420629604822505,0.09845947756195579,0.144675150703282,0.08057602143335567,29,0.6121902210314802,0.11944829384621306,0.09244486156733928,0.021439622318463896,0.5111125414504788,0.15441821290851632,0.1267984522170253
"(0.4, 0.0, 0.25, 0.35)",0.4,0.0,0.25,0.35,0.03884795713328868,0.09979906229068988,0.1406563965170797,0.07749497655726724,30,0.6054922973878097,0.12031691109738607,0.09483810417644299,0.021812682310685453,0.5062280243863543,0.15440709513470335,0.12491402864548873
"(0.25, 0.15, 0.15, 0.45)",0.25,0.15,0.15,0.45,0.04085733422638982,0.10247823174815807,0.144675150703282,0.08010716677829872,33,0.6128600133958473,0.11948569938360812,0.09347724073205069,0.021715430608172652,0.4983654321573593,0.1544024845185551,0.12684578714432407
"(0.25, 0.3, 0.45, 0.0)",0.25,0.3,0.45,0.0,0.048894842598794376,0.09377093101138648,0.14735432016075017,0.08204956463496316,29,0.608841259209645,0.11879127801256076,0.08977006100422338,0.02259679097558291,0.5127461410875054,0.15439968426818887,0.12693459513707483
"(0.15, 0.35, 0.1, 0.4)",0.15,0.35,0.1,0.4,0.04018754186202277,0.10180843938379103,0.14601473543201607,0.0798392498325519,31,0.6101808439383791,0.11979331806456608,0.09258564054434537,0.021552471787456083,0.4914848058857085,0.1543982615785338,0.1261320701047246
"(0.6, 0.0, 0.35, 0.05)",0.6,0.0,0.35,0.05,0.044876088412592094,0.09845947756195579,0.14266577361018085,0.08050904219691896,30,0.6068318821165438,0.11937004401559652,0.09108399812294697,0.022621159508723197,0.5158524733620922,0.15439630295650741,0.12605104125839245
"(0.25, 0.35, 0.35, 0.05)",0.25,0.35,0.35,0.05,0.04554588077695914,0.09243134628265237,0.1480241125251172,0.08010716677829872,28,0.607501674480911,0.11956638593790332,0.09169404035664008,0.02191335698375225,0.5122889532260045,0.15439532172238546,0.12595418695661875
"(0.25, 0.25, 0.35, 0.15)",0.25,0.25,0.35,0.15,0.04420629604822505,0.09778968519758875,0.14400535833891492,0.08024112525117214,30,0.6141995981245814,0.12007903548539729,0.09239793524167059,0.022140197617862938,0.5120681020960816,0.15438918863871753,0.12644009287200741
"(0.4, 0.15, 0.3, 0.15)",0.4,0.15,0.3,0.15,0.04420629604822505,0.10180843938379103,0.144675150703282,0.08158070997990623,31,0.6162089752176825,0.1189626631536812,0.09253871421867668,0.0210080524220024,0.5124971428160923,0.1543813839602734,0.12785006708924457
"(0.05, 0.25, 0.35, 0.35)",0.05,0.25,0.35,0.35,0.042866711319490956,0.10314802411252512,0.144675150703282,0.08131279303415942,31,0.6141995981245814,0.11939769426740279,0.09160018770530268,0.021611775093654143,0.5004423856294755,0.15438064143552632,0.12711288688681077
"(0.05, 0.4, 0.1, 0.45)",0.05,0.4,0.1,0.45,0.04085733422638982,0.10046885465505694,0.14735432016075017,0.08004018754186203,32,0.6101808439383791,0.1196587349985057,0.09239793524167057,0.021923443196601708,0.4879380635853588,0.15437076357044616,0.12623915516269732
"(0.5, 0.0, 0.2, 0.3)",0.5,0.0,0.2,0.3,0.04018754186202277,0.09979906229068988,0.13931681178834562,0.07789685197588747,32,0.6048225050234427,0.11991641218258178,0.09455654622243079,0.02198256475215171,0.5070684455021436,0.15436816151616822,0.12517512508710288
"(0.5, 0.0, 0.15, 0.35)",0.5,0.0,0.15,0.35,0.03951774949765573,0.09979906229068988,0.13931681178834562,0.07756195579370395,30,0.6068318821165438,0.12034027434897651,0.09497888315344907,0.021491544502544865,0.5051443663272578,0.15436688940192345,0.12505139737042847
"(0.3, 0.3, 0.0, 0.4)",0.3,0.3,0.0,0.4,0.041527126590756865,0.10180843938379103,0.14601473543201607,0.08050904219691896,33,0.6115204286671132,0.11915007240513957,0.09286719849835758,0.021320557709518958,0.4931110157666246,0.15436464955117035,0.12694264144609774
"(0.5, 0.1, 0.25, 0.15)",0.5,0.1,0.25,0.15,0.042866711319490956,0.10381781647689216,0.1419959812458138,0.08097789685197589,30,0.6168787675820495,0.1192265169187855,0.09338338808071328,0.021032247528632267,0.5131749087095491,0.15436429267381058,0.12766959089233254
"(0.05, 0.35, 0.1, 0.5)",0.05,0.35,0.1,0.5,0.041527126590756865,0.10247823174815807,0.14668452779638314,0.08084393837910248,30,0.6121902210314802,0.11919642995316446,0.09230408259033317,0.02232862713075215,0.48749486944649173,0.1543638764727115,0.12699597967426907
"(0.5, 0.05, 0.45, 0.0)",0.5,0.05,0.45,0.0,0.044876088412592094,0.10046885465505694,0.14869390488948425,0.08231748158070998,29,0.6141995981245814,0.11906718089876196,0.09019239793524167,0.023268969843800048,0.5199706605652622,0.1543509217284056,0.1274136805483308
"(0.0, 0.25, 0.35, 0.4)",0.0,0.25,0.35,0.4,0.043536503683858,0.10381781647689216,0.14601473543201607,0.08211654387139986,31,0.6135298057602143,0.1188116010880014,0.09089629282027217,0.021803649708454203,0.49623459852121543,0.1543468205055052,0.12756469028153594
"(0.0, 0.5, 0.15, 0.35)",0.0,0.5,0.15,0.35,0.042866711319490956,0.0971198928332217,0.14400535833891492,0.07937039517749497,29,0.6048225050234427,0.11924196089157743,0.09291412482402628,0.02144955795741673,0.4927492290870351,0.15434604272756913,0.1258274575895081
"(0.5, 0.1, 0.3, 0.1)",0.5,0.1,0.3,0.1,0.043536503683858,0.10247823174815807,0.14333556597454788,0.081178834561286,30,0.6141995981245814,0.11895551247501435,0.09267949319568278,0.020990365148796084,0.5160023871471585,0.15434415391545453,0.1275185811591274
"(0.5, 0.0, 0.5, 0.0)",0.5,0.0,0.5,0.0,0.04420629604822505,0.10113864701942397,0.1480241125251172,0.08204956463496316,30,0.6061620897521768,0.1183292809931867,0.08977006100422337,0.022907944679381072,0.5184576487394728,0.15433956266743498,0.12693459513707483
"(0.6, 0.1, 0.3, 0.0)",0.6,0.1,0.3,0.0,0.04420629604822505,0.10046885465505694,0.1480241125251172,0.08184862692565305,31,0.6121902210314802,0.11919293949745327,0.09023932426091037,0.022293406531608724,0.519476170730534,0.15433269539883948,0.12696828905610824
"(0.0, 0.35, 0.15, 0.5)",0.0,0.35,0.15,0.5,0.04085733422638982,0.10247823174815807,0.14735432016075017,0.08064300066979237,33,0.6108506363027462,0.11935021281898861,0.09192867198498358,0.022203728284966934,0.48760628572315434,0.1543299540358608,0.12660733666228416
"(0.4, 0.15, 0.0, 0.45)",0.4,0.15,0.0,0.45,0.03951774949765573,0.10113864701942397,0.14400535833891492,0.07890154052243803,32,0.607501674480911,0.11951166555210904,0.09407616361071933,0.02077067834813344,0.49636878720961236,0.15432603670777006,0.1259396223277977
"(0.4, 0.1, 0.5, 0.0)",0.4,0.1,0.5,0.0,0.044876088412592094,0.10046885465505694,0.15003348961821836,0.0825853985264568,30,0.6101808439383791,0.11839760640554628,0.08972313467855467,0.022719022455696937,0.5205628460519861,0.15431744568052358,0.12744696586573412
"(0.6, 0.0, 0.4, 0.0)",0.6,0.0,0.4,0.0,0.04420629604822505,0.10046885465505694,0.14333556597454788,0.08091091761553919,29,0.6061620897521768,0.11909208871564636,0.09047395588925386,0.02319545114896211,0.5184590607210633,0.15431567081298597,0.12614789556016612
"(0.35, 0.15, 0.15, 0.35)",0.35,0.15,0.15,0.35,0.04018754186202277,0.10180843938379103,0.14266577361018085,0.07916945746818486,33,0.6148693904889484,0.12037542596998721,0.09399343031440638,0.021945128322309704,0.5013178142484078,0.15431119002203297,0.12616617262538804
"(0.6, 0.0, 0.2, 0.2)",0.6,0.0,0.2,0.2,0.041527126590756865,0.09912926992632284,0.13998660415271266,0.07849966510381781,31,0.608171466845278,0.12001631786655823,0.09404035664007508,0.022287235352221508,0.5080462154634319,0.15431044126362187,0.12551984342385536
"(0.25, 0.15, 0.3, 0.3)",0.25,0.15,0.3,0.3,0.041527126590756865,0.10113864701942397,0.1406563965170797,0.07923643670462156,32,0.6135298057602143,0.12017694568994211,0.09385265133740028,0.021820377981990612,0.5056165732946329,0.1543102371992317,0.1261627623733217
"(0.05, 0.25, 0.25, 0.45)",0.05,0.25,0.25,0.45,0.042866711319490956,0.10314802411252512,0.14601473543201607,0.08158070997990623,33,0.6128600133958473,0.11913870932020794,0.09103707179727828,0.02230749529871515,0.49342770097128713,0.1543089531893762,0.12709924587854537
"(0.15, 0.3, 0.1, 0.45)",0.15,0.3,0.1,0.45,0.04219691895512391,0.10180843938379103,0.14534494306764903,0.08070997990622908,33,0.6135298057602143,0.1196095564366002,0.09202252463632098,0.022061237740481316,0.49152737964266074,0.15430132779695765,0.12672124222438957
"(0.15, 0.3, 0.2, 0.35)",0.15,0.3,0.2,0.35,0.042866711319490956,0.10046885465505694,0.14534494306764903,0.08064300066979235,31,0.6168787675820495,0.12010253993514677,0.09216330361332709,0.02195939698144164,0.49896840080518634,0.15429537727429526,0.1267246524764559
"(0.25, 0.1, 0.2, 0.45)",0.25,0.1,0.2,0.45,0.041527126590756865,0.10046885465505694,0.14601473543201607,0.08010716677829872,32,0.6121902210314802,0.11962860536831421,0.09277334584702018,0.021679225716644802,0.49993309313528717,0.15429391191540098,0.12649383970180883
"(0.2, 0.3, 0.0, 0.5)",0.2,0.3,0.0,0.5,0.041527126590756865,0.10180843938379103,0.14668452779638314,0.08064300066979237,32,0.608171466845278,0.11942582443315493,0.09089629282027217,0.022316093840896646,0.48786763258635946,0.1542912514862917,0.12609114707992847
